[Header]	
System	Suspended Solids Saline	
S/W Version	1.00	
User		
Date/Time	10/14/2025 10:25:30 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	IC	5GW2_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:20:53 PM	1	3	IC	124.1	124.8	30.84	31.00	IC:31.00mg/L	IC:31.00mg/L	0	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:27:11 PM	1	1	IC	147.7	141.7	36.59	35.13	IC:35.13mg/L	IC:35.13mg/L	1	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:30:37 PM	1	2	IC	141.4	141.7	35.06	35.13	IC:35.13mg/L	IC:35.13mg/L	0	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:33:43 PM	1	3	IC	142.0	141.7	35.20	35.13	IC:35.13mg/L	IC:35.13mg/L	0	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:39:57 PM	1	1	IC	153.5	148.8	38.01	36.85	IC:36.85mg/L	IC:36.85mg/L	1	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:43:15 PM	1	2	IC	148.6	148.8	36.81	36.85	IC:36.85mg/L	IC:36.85mg/L	0	50	
Unknown	IC	5GW3_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:46:20 PM	1	3	IC	148.9	148.8	36.89	36.85	IC:36.85mg/L	IC:36.85mg/L	0	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:52:39 PM	1	1	IC	98.05	90.89	24.50	22.75	IC:22.75mg/L	IC:22.75mg/L	1	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:55:10 PM	1	2	IC	90.64	90.89	22.69	22.75	IC:22.75mg/L	IC:22.75mg/L	0	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 4:58:19 PM	1	3	IC	91.14	90.89	22.81	22.75	IC:22.75mg/L	IC:22.75mg/L	0	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 5:04:42 PM	1	1	IC	84.72	80.78	21.25	20.29	IC:20.29mg/L	IC:20.29mg/L	1	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 5:07:52 PM	1	2	IC	81.49	80.78	20.46	20.29	IC:20.29mg/L	IC:20.29mg/L	0	50	
Unknown	IC	5GW5_10102025	Untitled	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.cal	C:\TOC-L\CalCurves\IC_SS.Saline_100mgL_usethisone.2025_09_02_13_07_43.cal	1.00		10/13/2025 5:10:21 PM	1	3	IC	80.07	80.78	20.12	20.29	IC:20.29mg/L	IC:20.29mg/L	0	50	
