OID_,ORIG_FID,LineID,Fill_DEM_Cul1
2985,12,6,41701
2986,12,6,41635
2987,12,6,41608
2988,12,6,41590
2989,12,6,41595
2990,12,6,41576
2991,12,6,41530
2992,12,6,41472
2993,12,6,41383
2994,12,6,41281
2995,12,6,41228
2996,12,6,41224
2997,12,6,41247
2998,12,6,41288
2999,12,6,41288
3000,12,6,41266
3001,12,6,41192
3002,12,6,41131
3003,12,6,41125
3004,12,6,41148
3005,12,6,41162
3006,12,6,41162
3007,12,6,41166
3008,12,6,41166
3009,12,6,41132
3010,12,6,41063
3011,12,6,41015
3012,12,6,40986
3013,12,6,40986
3014,12,6,41011
3015,12,6,41022
3016,12,6,40986
3017,12,6,40977
3018,12,6,40977
3019,12,6,41008
3020,12,6,41041
3021,12,6,40999
3022,12,6,41009
3023,12,6,41009
3024,12,6,41009
3025,12,6,41045
3026,12,6,41045
3027,12,6,40977
3028,12,6,40977
3029,12,6,40977
3030,12,6,40977
3031,12,6,40977
3032,12,6,40977
3033,12,6,40977
3034,12,6,40977
3035,12,6,40977
3036,12,6,40977
3037,12,6,40977
3038,12,6,40977
3039,12,6,40977
3040,12,6,40977
3041,12,6,40977
3042,12,6,40977
3043,12,6,40977
3044,12,6,40977
3045,12,6,40977
3046,12,6,40977
3047,12,6,40977
3048,12,6,40977
3049,12,6,40977
3050,12,6,40977
3051,12,6,40977
3052,12,6,40977
3053,12,6,40977
3054,12,6,40977
3055,12,6,40977
3056,12,6,40977
3057,12,6,40977
3058,12,6,40977
3059,12,6,40977
3060,12,6,40977
3061,12,6,40977
3062,12,6,40977
3063,12,6,40977
3064,12,6,40977
3065,12,6,40977
3066,12,6,40977
3067,12,6,40977
3068,12,6,40977
3069,12,6,40977
3070,12,6,41057
3071,12,6,41120
3072,12,6,41127
3073,12,6,41159
3074,12,6,41188
3075,12,6,41210
3076,12,6,41188
3077,12,6,41294
3078,12,6,41294
3079,12,6,41294
3080,12,6,41404
3081,12,6,41460
3082,12,6,41561
3083,12,6,41691
3084,12,6,41810
3085,12,6,41838
3086,12,6,41838
3087,12,6,41834
3088,12,6,41854
3089,12,6,41933
3090,12,6,41975
3091,12,6,42018
3092,12,6,42044
3093,12,6,42033
3094,12,6,42001
3095,12,6,42038
3096,12,6,42038
3097,13,6,42064
3098,13,6,42025
3099,13,6,42022
3100,13,6,42004
3101,13,6,42001
3102,13,6,42001
3103,13,6,42001
3104,13,6,42001
3105,13,6,42001
3106,13,6,42001
3107,13,6,42001
3108,13,6,42001
3109,13,6,42001
3110,13,6,42003
3111,13,6,42001
3112,13,6,42001
3113,13,6,42001
3114,13,6,42004
3115,13,6,42004
3116,13,6,42007
3117,13,6,42012
3118,13,6,41983
3119,13,6,41946
3120,13,6,41942
3121,13,6,41947
3122,13,6,41963
3123,13,6,42007
3124,13,6,42021
3125,13,6,41989
3126,13,6,41965
3127,13,6,41978
3128,13,6,41978
3129,13,6,41997
3130,13,6,42001
3131,13,6,42042
3132,13,6,42041
3133,13,6,42025
3134,13,6,41995
3135,13,6,41933
3136,13,6,41933
3137,13,6,41927
3138,13,6,41931
3139,13,6,41988
3140,13,6,42000
3141,13,6,42005
3142,13,6,42008
3143,13,6,42003
3144,13,6,41984
3145,13,6,41953
3146,13,6,42001
3147,13,6,42001
3148,13,6,42000
3149,13,6,42045
3150,13,6,42045
3151,13,6,42045
3152,13,6,42042
3153,13,6,42035
3154,13,6,42035
3155,13,6,42059
3156,13,6,42049
3157,13,6,42023
3158,13,6,41966
3159,13,6,41966
3160,13,6,42034
3161,13,6,42164
3162,13,6,42167
3163,13,6,42183
3164,13,6,42243
3165,13,6,42332
3166,13,6,42332
3167,13,6,42411
3168,13,6,42511
3169,13,6,42566
3170,13,6,42593
3171,13,6,42667
3172,13,6,42667
3173,13,6,42661
3174,13,6,42669
3175,13,6,42602
3176,13,6,42487
3177,13,6,42350
3178,13,6,42305
3179,13,6,42297
3180,13,6,42319
3181,13,6,42319
3182,13,6,42303
3183,13,6,42303
3184,13,6,42319
3185,13,6,42339
3186,13,6,42339
3187,13,6,42388
3188,13,6,42396
3189,13,6,42388
3190,13,6,42376
3191,13,6,42358
3192,13,6,42358
3193,13,6,42441
3194,13,6,42445
3195,13,6,42466
3196,13,6,42510
3197,13,6,42502
3198,13,6,42488
3199,13,6,42493
3200,13,6,42465
3201,13,6,42431
3202,13,6,42431
3203,13,6,42444
3204,13,6,42452
3205,13,6,42452
3206,13,6,42472
3207,13,6,42473
3208,13,6,42513
3209,13,6,42529
3210,13,6,42529
3211,13,6,42452
3212,13,6,42441
3213,13,6,42446
3214,13,6,42460
3215,13,6,42447
3216,13,6,42444
3217,13,6,42444
3218,13,6,42448
3219,13,6,42452
3220,13,6,42461
3221,13,6,42501
3222,13,6,42524
3223,13,6,42556
3224,13,6,42556
3225,13,6,42556
3226,13,6,42556
3227,13,6,42529
3228,13,6,42588
3229,13,6,42551
3230,13,6,42514
3231,13,6,42514
3232,13,6,42459
3233,13,6,42435
3234,13,6,42419
3235,13,6,42419
3236,13,6,42419
3237,13,6,42419
3238,13,6,42419
3239,13,6,42419
3240,13,6,42422
3241,13,6,42451
3242,13,6,42457
3243,13,6,42488
3244,13,6,42488
3245,13,6,42497
3246,13,6,42497
3247,13,6,42489
3248,13,6,42484
3249,13,6,42443
3250,13,6,42404
3251,13,6,42342
3252,13,6,42292
3253,13,6,42271
3254,13,6,42271
3255,13,6,42271
3256,13,6,42271
3257,13,6,42271
3258,13,6,42271
3259,13,6,42286
3260,13,6,42271
3261,13,6,42264
3262,13,6,42251
3263,13,6,42251
3264,13,6,42219
3265,13,6,42172
3266,13,6,42162
3267,13,6,42139
3268,13,6,42139
3269,13,6,42100
3270,13,6,42039
3271,13,6,42006
3272,13,6,41993
3273,13,6,41967
3274,13,6,41919
3275,13,6,41902
3276,13,6,41869
3277,13,6,41848
3278,13,6,41788
3279,13,6,41757
3280,13,6,41715
3281,13,6,41707
3282,13,6,41669
3283,13,6,41669
3284,13,6,41609
3285,13,6,41580
3286,13,6,41527
3287,13,6,41472
3288,13,6,41472
3289,13,6,41431
3290,13,6,41375
3291,13,6,41359
3292,13,6,41256
3293,13,6,41229
3294,13,6,41229
3295,13,6,41294
3296,13,6,41319
3297,13,6,41365
3298,13,6,41328
3299,13,6,41318
3300,13,6,41299
3301,13,6,41245
3302,13,6,41245
3303,13,6,41176
3304,13,6,41141
3305,13,6,41094
3306,13,6,41094
3307,13,6,41113
3308,13,6,41133
3309,13,6,41133
3310,13,6,41022
3311,13,6,40977
3312,13,6,40977
3313,13,6,40977
3314,13,6,40977
3315,13,6,40977
3316,13,6,40977
3317,13,6,40977
3318,13,6,40977
3319,13,6,40977
3320,13,6,40977
3321,13,6,40977
3322,13,6,40977
3323,13,6,40977
3324,13,6,40977
3325,13,6,40977
3326,13,6,40977
3327,13,6,40977
3328,13,6,40977
3329,13,6,40988
3330,13,6,40979
3331,13,6,40977
3332,13,6,40991
3333,13,6,40983
3334,13,6,41006
3335,13,6,40977
3336,13,6,40977
3337,13,6,40977
3338,13,6,40977
3339,13,6,40977
3340,13,6,40977
3341,13,6,40977
3342,13,6,40977
3343,13,6,40977
3344,13,6,40977
3345,13,6,40977
3346,13,6,40977
3347,13,6,40977
3348,13,6,40977
3349,13,6,40977
3350,13,6,40977
3351,13,6,40977
3352,13,6,40977
3353,13,6,40977
3354,13,6,40977
3355,13,6,40977
3356,13,6,40977
3357,13,6,40977
3358,13,6,40977
3359,13,6,40977
3360,13,6,40977
3361,13,6,40977
3362,13,6,40977
3363,13,6,40977
3364,13,6,40977
3365,13,6,40977
3366,13,6,40977
3367,13,6,40977
3368,13,6,40977
3369,13,6,40977
3370,13,6,40977
3371,13,6,40977
3372,13,6,40977
3373,13,6,40977
3374,13,6,40977
3375,13,6,40977
3376,13,6,40984
3377,13,6,41012
3378,13,6,41033
3379,13,6,41049
3380,13,6,41049
3381,13,6,41050
3382,13,6,41058
3383,13,6,41133
3384,13,6,41186
3385,13,6,41188
3386,13,6,41252
3387,13,6,41295
3388,13,6,41322
3389,13,6,41374
3390,13,6,41448
3391,13,6,41533
3392,13,6,41656
3393,13,6,41747
3394,13,6,41794
3395,13,6,41820
3396,13,6,41883
3397,13,6,41950
3398,13,6,42068
3399,13,6,42068
3400,13,6,42050
3401,13,6,42075
3402,13,6,42077
3403,13,6,42086
3404,13,6,42086
3405,13,6,42086
3406,13,6,42086
3407,13,6,41974
3408,13,6,41956
