OID_,Join_Count,distance,TARGET_FID,ORIG_FID,arcid,grid_code,from_node,to_node,ID,LineID,Fill_DEM_Cul1,NEAR_FID,NEAR_DIST,GW,Lat,Lon,Stream
31,1,8.317103303,31,4,,,,,247,5,32109,0,0,0,29.86239,-82.283248,5
32,1,6.774377551,32,4,,,,,247,5,31325,0,0,0,29.86239,-82.283248,5
33,1,5.532646296,33,4,,,,,247,5,31325,0,0,0,29.86239,-82.283248,5
34,1,4.82992328,34,4,,,,,247,5,31325,0,0,0,29.86239,-82.283248,5
35,1,4.903686651,35,4,,,,,247,5,31397,0,0,0,29.86239,-82.283248,5
36,1,5.723995685,36,4,,,,,247,5,31597,0,0,0,29.86239,-82.283248,5
37,1,7.034352173,37,4,,,,,247,5,31587,0,0,0,29.86239,-82.283248,5
38,1,8.613947661,38,4,,,,,247,5,31631,0,0,0,29.86239,-82.283248,5
39,1,8.183927017,39,5,,,,,260,5,31325,0,0,3,29.86219572,-82.28339131,5
40,1,6.307779782,40,5,,,,,260,5,31325,0,0,3,29.86219572,-82.28339131,5
41,1,4.538668321,41,5,,,,,260,5,31325,0,0,3,29.86219572,-82.28339131,5
42,1,3.067724644,42,5,,,,,260,5,31325,0,0,3,29.86219572,-82.28339131,5
43,1,2.494465642,43,5,,,,,260,5,31325,0,0,3,29.86219572,-82.28339131,5
44,1,3.321713892,44,5,,,,,260,5,31477,0,0,3,29.86219572,-82.28339131,5
45,1,4.88315549,45,5,,,,,260,5,31529,0,0,3,29.86219572,-82.28339131,5
46,1,6.682561776,46,5,,,,,260,5,31500,0,0,3,29.86219572,-82.28339131,5
47,1,8.571350899,47,5,,,,,260,5,31506,0,0,3,29.86219572,-82.28339131,5
48,1,8.719999366,48,6,,,,,256,5,31325,0,0,2,29.86210474,-82.28345736,5
49,1,6.731884749,49,6,,,,,256,5,31325,0,0,2,29.86210474,-82.28345736,5
50,1,4.753751739,50,6,,,,,256,5,31325,0,0,2,29.86210474,-82.28345736,5
51,1,2.806784447,51,6,,,,,256,5,31421,0,0,2,29.86210474,-82.28345736,5
52,1,1.076067965,52,6,,,,,256,5,31325,0,0,2,29.86210474,-82.28345736,5
53,1,1.561347366,53,6,,,,,256,5,31325,0,0,2,29.86210474,-82.28345736,5
54,1,3.38364093,54,6,,,,,256,5,31655,0,0,1,29.86206779,-82.28340108,5
55,1,1.549150004,55,6,,,,,256,5,31605,0,0,1,29.86206779,-82.28340108,5
56,1,1.162198572,56,6,,,,,256,5,31491,0,0,1,29.86206779,-82.28340108,5
57,1,2.881240237,57,6,,,,,256,5,31543,0,0,1,29.86206779,-82.28340108,5
58,1,4.822072695,58,6,,,,,256,5,31637,0,0,1,29.86206779,-82.28340108,5
59,1,6.797295408,59,6,,,,,256,5,31671,0,0,1,29.86206779,-82.28340108,5
60,1,8.78373865,60,6,,,,,256,5,31665,0,0,1,29.86206779,-82.28340108,5
61,1,8.745859163,61,14,,,,,199,9,39654,0,0,2,29.90451659,-82.22066116,9
62,1,6.750624736,62,14,,,,,199,9,39296,0,0,2,29.90451659,-82.22066116,9
63,1,4.759392414,63,14,,,,,199,9,39296,0,0,2,29.90451659,-82.22066116,9
64,1,2.780772908,64,14,,,,,199,9,39826,0,0,2,29.90451659,-82.22066116,9
65,1,0.90198657,65,14,,,,,199,9,39846,0,0,2,29.90451659,-82.22066116,9
66,1,1.376394413,66,14,,,,,199,9,39780,0,0,2,29.90451659,-82.22066116,9
67,1,3.312905585,67,14,,,,,199,9,39778,0,0,2,29.90451659,-82.22066116,9
68,1,4.709639509,68,14,,,,,199,9,39899,0,0,3,29.90442664,-82.22065497,9
69,1,2.710797136,69,14,,,,,199,9,40047,0,0,3,29.90442664,-82.22065497,9
70,1,0.718427391,70,14,,,,,199,9,40127,0,0,3,29.90442664,-82.22065497,9
71,1,1.297634279,71,14,,,,,199,9,40017,0,0,3,29.90442664,-82.22065497,9
72,1,3.294172358,72,14,,,,,199,9,39792,0,0,3,29.90442664,-82.22065497,9
73,1,5.293324883,73,14,,,,,199,9,39888,0,0,3,29.90442664,-82.22065497,9
74,1,7.292942144,74,14,,,,,199,9,39949,0,0,3,29.90442664,-82.22065497,9
75,1,8.265938513,75,14,,,,,199,9,39999,0,0,4,29.90436316,-82.22056952,9
76,1,8.98509453,76,14,,,,,199,9,39960,0,0,4,29.90436316,-82.22056952,9
77,1,9.224536377,77,14,,,,,199,9,39960,0,0,5,29.90421004,-82.22058485,9
78,1,7.857757359,78,14,,,,,199,9,39981,0,0,5,29.90421004,-82.22058485,9
79,1,6.811507178,79,14,,,,,199,9,39985,0,0,5,29.90421004,-82.22058485,9
80,1,6.248912657,80,14,,,,,199,9,39876,0,0,5,29.90421004,-82.22058485,9
81,1,6.300887932,81,14,,,,,199,9,39942,0,0,5,29.90421004,-82.22058485,9
82,1,6.9536658,82,14,,,,,199,9,39983,0,0,5,29.90421004,-82.22058485,9
83,1,8.062614179,83,14,,,,,199,9,40059,0,0,5,29.90421004,-82.22058485,9
84,1,9.468792252,84,14,,,,,199,9,40071,0,0,5,29.90421004,-82.22058485,9
85,1,9.3300942,85,15,,,,,185,9,39421,0,0,2,29.90451659,-82.22066116,9
86,1,8.358997019,86,15,,,,,185,9,39733,0,0,2,29.90451659,-82.22066116,9
87,1,7.790699873,87,15,,,,,185,9,39752,0,0,2,29.90451659,-82.22066116,9
88,1,7.714737707,88,15,,,,,185,9,39922,0,0,2,29.90451659,-82.22066116,9
89,1,8.144897252,89,15,,,,,185,9,40095,0,0,2,29.90451659,-82.22066116,9
90,1,8.972998699,90,15,,,,,185,9,39933,0,0,3,29.90442664,-82.22065497,9
91,1,7.964037564,91,15,,,,,185,9,39813,0,0,3,29.90442664,-82.22065497,9
92,1,7.371369139,92,15,,,,,185,9,39926,0,0,3,29.90442664,-82.22065497,9
93,1,6.509589434,93,15,,,,,185,9,40069,0,0,4,29.90436316,-82.22056952,9
94,1,4.535092503,94,15,,,,,185,9,40071,0,0,4,29.90436316,-82.22056952,9
95,1,2.599879499,95,15,,,,,185,9,40011,0,0,4,29.90436316,-82.22056952,9
96,1,0.975542312,96,15,,,,,185,9,39999,0,0,4,29.90436316,-82.22056952,9
97,1,1.77313062,97,15,,,,,185,9,39990,0,0,4,29.90436316,-82.22056952,9
98,1,3.65189014,98,15,,,,,185,9,39960,0,0,4,29.90436316,-82.22056952,9
99,1,5.615034371,99,15,,,,,185,9,39960,0,0,4,29.90436316,-82.22056952,9
100,1,7.597428541,100,15,,,,,185,9,39960,0,0,4,29.90436316,-82.22056952,9
101,1,7.449149528,101,15,,,,,185,9,39960,0,0,5,29.90421004,-82.22058485,9
102,1,5.469810621,102,15,,,,,185,9,39966,0,0,5,29.90421004,-82.22058485,9
103,1,3.513947591,103,15,,,,,185,9,39958,0,0,5,29.90421004,-82.22058485,9
104,1,1.666381449,104,15,,,,,185,9,39958,0,0,5,29.90421004,-82.22058485,9
105,1,1.098101357,105,15,,,,,185,9,39892,0,0,5,29.90421004,-82.22058485,9
106,1,2.763118902,106,15,,,,,185,9,39982,0,0,5,29.90421004,-82.22058485,9
107,1,4.697214651,107,15,,,,,185,9,39968,0,0,5,29.90421004,-82.22058485,9
108,1,6.670294221,108,15,,,,,185,9,39938,0,0,5,29.90421004,-82.22058485,9
109,1,8.655739394,109,15,,,,,185,9,39972,0,0,5,29.90421004,-82.22058485,9
110,1,8.745958716,110,17,,,,,191,9,40003,0,0,4,29.90436316,-82.22056952,9
111,1,7.646982048,111,17,,,,,191,9,39972,0,0,4,29.90436316,-82.22056952,9
112,1,6.96138456,112,17,,,,,191,9,39970,0,0,4,29.90436316,-82.22056952,9
113,1,6.815087348,113,17,,,,,191,9,39999,0,0,4,29.90436316,-82.22056952,9
114,1,7.240853273,114,17,,,,,191,9,40059,0,0,4,29.90436316,-82.22056952,9
115,1,8.149508985,115,17,,,,,191,9,40022,0,0,4,29.90436316,-82.22056952,9
116,1,9.402076221,116,17,,,,,191,9,39989,0,0,4,29.90436316,-82.22056952,9
117,1,9.665224377,117,17,,,,,191,9,39849,0,0,5,29.90421004,-82.22058485,9
118,1,8.92415414,118,17,,,,,191,9,39850,0,0,5,29.90421004,-82.22058485,9
119,1,8.594445414,119,17,,,,,191,9,39850,0,0,5,29.90421004,-82.22058485,9
120,1,8.72286976,120,17,,,,,191,9,39891,0,0,5,29.90421004,-82.22058485,9
121,1,9.290447872,121,17,,,,,191,9,39969,0,0,5,29.90421004,-82.22058485,9
122,1,9.364720666,122,19,,,,,192,9,39839,0,0,3,29.90442664,-82.22065497,9
123,1,8.368559725,123,19,,,,,192,9,39762,0,0,3,29.90442664,-82.22065497,9
124,1,7.769658331,124,19,,,,,192,9,39695,0,0,3,29.90442664,-82.22065497,9
125,1,7.66174845,125,19,,,,,192,9,39746,0,0,3,29.90442664,-82.22065497,9
126,1,8.064563725,126,19,,,,,192,9,39728,0,0,3,29.90442664,-82.22065497,9
127,1,8.757585885,127,19,,,,,192,9,39831,0,0,1,29.90454549,-82.22074127,9
128,1,6.760812675,128,19,,,,,192,9,39941,0,0,1,29.90454549,-82.22074127,9
129,1,4.766745799,129,19,,,,,192,9,40002,0,0,1,29.90454549,-82.22074127,9
130,1,2.781212505,130,19,,,,,192,9,39919,0,0,1,29.90454549,-82.22074127,9
131,1,0.865112996,131,19,,,,,192,9,39586,0,0,1,29.90454549,-82.22074127,9
132,1,1.174197907,132,19,,,,,192,9,39296,0,0,0,29.90455759,-82.22074913,9
133,1,2.229423082,133,19,,,,,192,9,39296,0,0,0,29.90455759,-82.22074913,9
134,1,4.069633129,134,19,,,,,192,9,39296,0,0,0,29.90455759,-82.22074913,9
135,1,6.012778089,135,19,,,,,192,9,39296,0,0,0,29.90455759,-82.22074913,9
136,1,7.984052034,136,19,,,,,192,9,39678,0,0,0,29.90455759,-82.22074913,9
137,1,9.966778489,137,19,,,,,192,9,39707,0,0,0,29.90455759,-82.22074913,9
138,1,9.297362919,138,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
139,1,7.298802454,139,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
140,1,5.30132788,140,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
141,1,3.306907515,141,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
142,1,1.329359747,142,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
143,1,0.773794134,143,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
144,1,2.725860851,144,3,,,,,305,6,40977,0,0,1,29.94385232,-82.18859754,6
145,1,4.718249401,145,3,,,,,305,6,41027,0,0,1,29.94385232,-82.18859754,6
146,1,6.357804272,146,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
147,1,4.70847031,147,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
148,1,3.452203677,148,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
149,1,3.108975359,149,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
150,1,3.926034301,150,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
151,1,5.400163228,151,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
152,1,7.135109,152,3,,,,,305,6,40977,0,0,2,29.9437948,-82.18848519,6
153,1,5.296545445,153,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
154,1,3.373341269,154,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
155,1,1.644830988,155,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
156,1,1.425309314,156,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
157,1,3.059010347,157,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
158,1,4.968257437,158,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
159,1,6.928897432,159,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
160,1,8.9070566,160,3,,,,,305,6,40977,0,0,3,29.94377388,-82.18834487,6
161,1,9.565316413,161,11,,,,,302,6,40977,0,0,1,29.94385232,-82.18859754,6
162,1,9.248930759,162,11,,,,,302,6,40977,0,0,1,29.94385232,-82.18859754,6
163,1,9.358961601,163,11,,,,,302,6,40977,0,0,1,29.94385232,-82.18859754,6
164,1,9.881174238,164,11,,,,,302,6,40977,0,0,1,29.94385232,-82.18859754,6
165,1,9.838509259,165,11,,,,,302,6,40977,0,0,4,29.94397398,-82.18840013,6
166,1,9.564424181,166,11,,,,,302,6,40977,0,0,4,29.94397398,-82.18840013,6
167,1,9.703615584,167,11,,,,,302,6,40977,0,0,4,29.94397398,-82.18840013,6
168,1,9.818560198,168,11,,,,,302,6,40977,0,0,3,29.94377388,-82.18834487,6
169,1,9.945674396,169,11,,,,,302,6,40977,0,0,3,29.94377388,-82.18834487,6
170,1,9.469917484,170,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
171,1,7.474420021,171,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
172,1,5.482205047,172,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
173,1,3.498884061,173,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
174,1,1.558783876,174,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
175,1,0.785763754,175,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
176,1,2.608647578,176,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
177,1,4.58177473,177,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
178,1,6.571170153,178,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
179,1,8.565506095,179,12,,,,,298,6,40977,0,0,4,29.94397398,-82.18840013,6
180,1,9.927468164,180,20,,,,,305,,41054,0,0,3,29.94377388,-82.18834487,6
181,1,9.38785264,181,20,,,,,305,,41005,0,0,3,29.94377388,-82.18834487,6
182,1,9.257911767,182,20,,,,,305,,40977,0,0,3,29.94377388,-82.18834487,6
183,1,9.554375093,183,20,,,,,305,,40977,0,0,3,29.94377388,-82.18834487,6
184,1,8.951893003,184,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
185,1,7.957238703,185,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
186,1,7.382337523,186,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
187,1,7.326675017,187,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
188,1,7.801373359,188,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
189,1,8.720245737,189,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
190,1,9.961121685,190,20,,,,,305,,40977,0,0,2,29.9437948,-82.18848519,6
191,1,8.773851347,191,20,,,,,305,,41163,0,0,5,29.94384228,-82.18889846,6
192,1,6.773851467,192,20,,,,,305,,41150,0,0,5,29.94384228,-82.18889846,6
193,1,4.773851684,193,20,,,,,305,,41160,0,0,5,29.94384228,-82.18889846,6
194,1,2.773852218,194,20,,,,,305,,41253,0,0,5,29.94384228,-82.18889846,6
195,1,0.773855503,195,20,,,,,305,,41393,0,0,5,29.94384228,-82.18889846,6
196,1,1.22615193,196,20,,,,,305,,41458,0,0,5,29.94384228,-82.18889846,6
197,1,3.226150147,197,20,,,,,305,,41523,0,0,5,29.94384228,-82.18889846,6
198,1,5.226149729,198,20,,,,,305,,41577,0,0,5,29.94384228,-82.18889846,6
199,1,7.226149541,199,20,,,,,305,,41727,0,0,5,29.94384228,-82.18889846,6
200,1,9.226149436,200,20,,,,,305,,41837,0,0,5,29.94384228,-82.18889846,6
