core_id,type,geom,core_z,core_est_med_wtd,core_est_p75_wtd,dist_threshold,n_wells,avg_well_dist,mean_well_z,wells_core_z_diff,wells_median_wtd,wells_p75_wtd
5___Azade_soil_core___9,Azade_soil_core,POINT (376435.1914873059 3305596.5756077906),38.24864197,0.075837866,0.201961662,250,1,16.09235597,38.34731293,-0.098670959,-0.022833093,0.103290703
5___Azade_soil_core___10,Azade_soil_core,POINT (376435.1914873059 3305596.5756077906),38.24864197,0.075837866,0.201961662,1000,1,16.09235597,38.34731293,-0.098670959,-0.022833093,0.103290703
5___Azade_soil_core___10,Azade_soil_core,POINT (376435.1914873059 3305596.5756077906),38.24864197,0.075837866,0.201961662,250,1,16.09235597,38.34731293,-0.098670959,-0.022833093,0.103290703
5___Azade_soil_core___11,Azade_soil_core,POINT (376440.33275039983 3305798.2356429067),38.43531799,-0.110838159,0.015285637,1000,1,216.967959,38.34731293,0.088005066,-0.022833093,0.103290703
5___Azade_soil_core___11,Azade_soil_core,POINT (376440.33275039983 3305798.2356429067),38.43531799,-0.110838159,0.015285637,250,1,216.967959,38.34731293,0.088005066,-0.022833093,0.103290703
5___Azade_soil_core___12,Azade_soil_core,POINT (376440.33275039983 3305798.2356429067),38.43531799,-0.110838159,0.015285637,1000,1,216.967959,38.34731293,0.088005066,-0.022833093,0.103290703
5___Azade_soil_core___12,Azade_soil_core,POINT (376440.33275039983 3305798.2356429067),38.43531799,-0.110838159,0.015285637,250,1,216.967959,38.34731293,0.088005066,-0.022833093,0.103290703
5___Azade_soil_core___13,Azade_soil_core,POINT (376425.4623881691 3305737.8858761634),38.5931015,-0.268621668,-0.142497871,1000,1,156.3962883,38.34731293,0.245788574,-0.022833093,0.103290703
5___Azade_soil_core___13,Azade_soil_core,POINT (376425.4623881691 3305737.8858761634),38.5931015,-0.268621668,-0.142497871,250,1,156.3962883,38.34731293,0.245788574,-0.022833093,0.103290703
5___Azade_soil_core___14,Azade_soil_core,POINT (376425.4623881691 3305737.8858761634),38.5931015,-0.268621668,-0.142497871,1000,1,156.3962883,38.34731293,0.245788574,-0.022833093,0.103290703
5___Azade_soil_core___14,Azade_soil_core,POINT (376425.4623881691 3305737.8858761634),38.5931015,-0.268621668,-0.142497871,250,1,156.3962883,38.34731293,0.245788574,-0.022833093,0.103290703
5___Azade_soil_core___15,Azade_soil_core,POINT (376208.24345018953 3305184.5840986706),37.21986771,1.104612128,1.230735924,1000,1,454.4324284,38.34731293,-1.127445221,-0.022833093,0.103290703
5___Azade_soil_core___15,Azade_soil_core,POINT (376208.24345018953 3305184.5840986706),,,,250,0,,,,,
5___Azade_soil_core___16,Azade_soil_core,POINT (376208.24345018953 3305184.5840986706),37.21986771,1.104612128,1.230735924,1000,1,454.4324284,38.34731293,-1.127445221,-0.022833093,0.103290703
5___Azade_soil_core___16,Azade_soil_core,POINT (376208.24345018953 3305184.5840986706),,,,250,0,,,,,
5___Azade_soil_core___17,Azade_soil_core,POINT (376551.624266232 3305391.458314326),38.83475494,-0.51027511,-0.384151314,1000,1,225.9572203,38.34731293,0.487442017,-0.022833093,0.103290703
5___Azade_soil_core___17,Azade_soil_core,POINT (376551.624266232 3305391.458314326),38.83475494,-0.51027511,-0.384151314,250,1,225.9572203,38.34731293,0.487442017,-0.022833093,0.103290703
5___Azade_soil_core___18,Azade_soil_core,POINT (376551.624266232 3305391.458314326),38.83475494,-0.51027511,-0.384151314,1000,1,225.9572203,38.34731293,0.487442017,-0.022833093,0.103290703
5___Azade_soil_core___18,Azade_soil_core,POINT (376551.624266232 3305391.458314326),38.83475494,-0.51027511,-0.384151314,250,1,225.9572203,38.34731293,0.487442017,-0.022833093,0.103290703
5a___Azade_soil_core___19,Azade_soil_core,POINT (377630.0854641914 3306889.0756611093),44.30427551,0.248193705,0.45903865,1000,3,703.9143868,44.5571696,-0.252894084,-0.004700379,0.206144566
5a___Azade_soil_core___19,Azade_soil_core,POINT (377630.0854641914 3306889.0756611093),,,,250,0,,,,,
5a___Azade_soil_core___20,Azade_soil_core,POINT (377630.0854641914 3306889.0756611093),44.30427551,0.248193705,0.45903865,1000,3,703.9143868,44.5571696,-0.252894084,-0.004700379,0.206144566
5a___Azade_soil_core___20,Azade_soil_core,POINT (377630.0854641914 3306889.0756611093),,,,250,0,,,,,
5a___Azade_soil_core___21,Azade_soil_core,POINT (377771.25653582736 3306930.1916453154),45.10361481,-0.55114559,-0.340300645,1000,3,611.5062263,44.5571696,0.546445211,-0.004700379,0.206144566
5a___Azade_soil_core___21,Azade_soil_core,POINT (377771.25653582736 3306930.1916453154),,,,250,0,,,,,
5a___Azade_soil_core___22,Azade_soil_core,POINT (377771.25653582736 3306930.1916453154),45.10361481,-0.55114559,-0.340300645,1000,3,611.5062263,44.5571696,0.546445211,-0.004700379,0.206144566
5a___Azade_soil_core___22,Azade_soil_core,POINT (377771.25653582736 3306930.1916453154),,,,250,0,,,,,
5a___Azade_soil_core___23,Azade_soil_core,POINT (377791.6363093719 3307211.0404336387),45.2499733,-0.69750408,-0.486659135,1000,3,520.6449377,44.5571696,0.692803701,-0.004700379,0.206144566
5a___Azade_soil_core___23,Azade_soil_core,POINT (377791.6363093719 3307211.0404336387),,,,250,0,,,,,
5a___Azade_soil_core___24,Azade_soil_core,POINT (377791.6363093719 3307211.0404336387),45.2499733,-0.69750408,-0.486659135,1000,3,520.6449377,44.5571696,0.692803701,-0.004700379,0.206144566
5a___Azade_soil_core___24,Azade_soil_core,POINT (377791.6363093719 3307211.0404336387),,,,250,0,,,,,
5a___Azade_soil_core___25,Azade_soil_core,POINT (377664.36352207226 3306809.4521865323),44.87173843,-0.319269217,-0.108424272,1000,3,729.0754504,44.5571696,0.314568837,-0.004700379,0.206144566
5a___Azade_soil_core___25,Azade_soil_core,POINT (377664.36352207226 3306809.4521865323),,,,250,0,,,,,
5a___Azade_soil_core___26,Azade_soil_core,POINT (377664.36352207226 3306809.4521865323),44.87173843,-0.319269217,-0.108424272,1000,3,729.0754504,44.5571696,0.314568837,-0.004700379,0.206144566
5a___Azade_soil_core___26,Azade_soil_core,POINT (377664.36352207226 3306809.4521865323),,,,250,0,,,,,
6a___Azade_soil_core___27,Azade_soil_core,POINT (381317.2305398372 3314781.593212678),45.73872375,-0.256500426,-0.11001553,1000,1,983.1415474,45.67267227,0.066051483,-0.190448942,-0.043964047
6a___Azade_soil_core___27,Azade_soil_core,POINT (381317.2305398372 3314781.593212678),,,,250,0,,,,,
6a___Azade_soil_core___28,Azade_soil_core,POINT (381317.2305398372 3314781.593212678),45.73872375,-0.256500426,-0.11001553,1000,1,983.1415474,45.67267227,0.066051483,-0.190448942,-0.043964047
6a___Azade_soil_core___28,Azade_soil_core,POINT (381317.2305398372 3314781.593212678),,,,250,0,,,,,
6a___Azade_soil_core___29,Azade_soil_core,POINT (381281.7812282019 3314951.5698832553),,,,1000,0,,,,,
6a___Azade_soil_core___29,Azade_soil_core,POINT (381281.7812282019 3314951.5698832553),,,,250,0,,,,,
6a___Azade_soil_core___30,Azade_soil_core,POINT (381281.7812282019 3314951.5698832553),,,,1000,0,,,,,
6a___Azade_soil_core___30,Azade_soil_core,POINT (381281.7812282019 3314951.5698832553),,,,250,0,,,,,
6a___Azade_soil_core___31,Azade_soil_core,POINT (381381.04923111585 3314848.805366056),,,,1000,0,,,,,
6a___Azade_soil_core___31,Azade_soil_core,POINT (381381.04923111585 3314848.805366056),,,,250,0,,,,,
6a___Azade_soil_core___32,Azade_soil_core,POINT (381381.04923111585 3314848.805366056),,,,1000,0,,,,,
6a___Azade_soil_core___32,Azade_soil_core,POINT (381381.04923111585 3314848.805366056),,,,250,0,,,,,
9___Azade_soil_core___33,Azade_soil_core,POINT (379922.4993362363 3309733.1246625828),43.82626343,0.17177803,0.397593038,1000,2,777.5375187,43.83547974,-0.009216309,0.162561722,0.38837673
9___Azade_soil_core___33,Azade_soil_core,POINT (379922.4993362363 3309733.1246625828),,,,250,0,,,,,
9___Azade_soil_core___34,Azade_soil_core,POINT (379922.4993362363 3309733.1246625828),43.82626343,0.17177803,0.397593038,1000,2,777.5375187,43.83547974,-0.009216309,0.162561722,0.38837673
9___Azade_soil_core___34,Azade_soil_core,POINT (379922.4993362363 3309733.1246625828),,,,250,0,,,,,
9___Azade_soil_core___35,Azade_soil_core,POINT (381045.44600115507 3309918.1822458953),44.10938263,-0.103584148,0.104652017,1000,1,329.1068965,44.00498962,0.104393005,0.000808857,0.209045022
9___Azade_soil_core___35,Azade_soil_core,POINT (381045.44600115507 3309918.1822458953),,,,250,0,,,,,
9___Azade_soil_core___36,Azade_soil_core,POINT (381045.44600115507 3309918.1822458953),44.10938263,-0.103584148,0.104652017,1000,1,329.1068965,44.00498962,0.104393005,0.000808857,0.209045022
9___Azade_soil_core___36,Azade_soil_core,POINT (381045.44600115507 3309918.1822458953),,,,250,0,,,,,
9___Azade_soil_core___37,Azade_soil_core,POINT (380235.1738033221 3309621.4269101433),44.06995773,-0.071916275,0.153898733,1000,2,570.6185455,43.83547974,0.234477997,0.162561722,0.38837673
9___Azade_soil_core___37,Azade_soil_core,POINT (380235.1738033221 3309621.4269101433),,,,250,0,,,,,
9___Azade_soil_core___38,Azade_soil_core,POINT (380235.1738033221 3309621.4269101433),44.06995773,-0.071916275,0.153898733,1000,2,570.6185455,43.83547974,0.234477997,0.162561722,0.38837673
9___Azade_soil_core___38,Azade_soil_core,POINT (380235.1738033221 3309621.4269101433),,,,250,0,,,,,
14___Azade_soil_core___39,Azade_soil_core,POINT (377101.2041849598 3310564.768127157),,,,1000,0,,,,,
14___Azade_soil_core___39,Azade_soil_core,POINT (377101.2041849598 3310564.768127157),,,,250,0,,,,,
14___Azade_soil_core___40,Azade_soil_core,POINT (377101.2041849598 3310564.768127157),,,,1000,0,,,,,
14___Azade_soil_core___40,Azade_soil_core,POINT (377101.2041849598 3310564.768127157),,,,250,0,,,,,
14___Azade_soil_core___41,Azade_soil_core,POINT (376769.70411470043 3311086.9408818353),46.84788132,0.149422074,0.226269789,1000,1,599.1640033,46.68120956,0.166671753,0.316093827,0.392941542
14___Azade_soil_core___41,Azade_soil_core,POINT (376769.70411470043 3311086.9408818353),,,,250,0,,,,,
14___Azade_soil_core___42,Azade_soil_core,POINT (376769.70411470043 3311086.9408818353),46.84788132,0.149422074,0.226269789,1000,1,599.1640033,46.68120956,0.166671753,0.316093827,0.392941542
14___Azade_soil_core___42,Azade_soil_core,POINT (376769.70411470043 3311086.9408818353),,,,250,0,,,,,
14___Azade_soil_core___43,Azade_soil_core,POINT (376766.4456901306 3310965.790849569),46.67082214,0.326481247,0.403328963,1000,1,705.5337739,46.68120956,-0.010387421,0.316093827,0.392941542
14___Azade_soil_core___43,Azade_soil_core,POINT (376766.4456901306 3310965.790849569),,,,250,0,,,,,
14___Azade_soil_core___44,Azade_soil_core,POINT (376766.4456901306 3310965.790849569),46.67082214,0.326481247,0.403328963,1000,1,705.5337739,46.68120956,-0.010387421,0.316093827,0.392941542
14___Azade_soil_core___44,Azade_soil_core,POINT (376766.4456901306 3310965.790849569),,,,250,0,,,,,
14___Azade_soil_core___45,Azade_soil_core,POINT (377097.56911915273 3311597.9159931527),46.67230988,0.652919113,0.756422826,1000,2,385.5279014,47.10837364,-0.436063766,0.216855346,0.32035906
14___Azade_soil_core___45,Azade_soil_core,POINT (377097.56911915273 3311597.9159931527),46.67230988,0.324993515,0.401841231,250,1,8.118612398,46.68120956,-0.008899689,0.316093827,0.392941542
14___Azade_soil_core___46,Azade_soil_core,POINT (377097.56911915273 3311597.9159931527),46.67230988,0.652919113,0.756422826,1000,2,385.5279014,47.10837364,-0.436063766,0.216855346,0.32035906
14___Azade_soil_core___46,Azade_soil_core,POINT (377097.56911915273 3311597.9159931527),46.67230988,0.324993515,0.401841231,250,1,8.118612398,46.68120956,-0.008899689,0.316093827,0.392941542
3___Azade_soil_core___47,Azade_soil_core,POINT (383032.7385987283 3319376.9799384684),45.00686646,-1.651965684,-1.564932929,1000,1,996.9774705,43.31562805,1.691238403,0.03927272,0.126305474
3___Azade_soil_core___47,Azade_soil_core,POINT (383032.7385987283 3319376.9799384684),,,,250,0,,,,,
3___Azade_soil_core___48,Azade_soil_core,POINT (383032.7385987283 3319376.9799384684),45.00686646,-1.651965684,-1.564932929,1000,1,996.9774705,43.31562805,1.691238403,0.03927272,0.126305474
3___Azade_soil_core___48,Azade_soil_core,POINT (383032.7385987283 3319376.9799384684),,,,250,0,,,,,
3___Azade_soil_core___49,Azade_soil_core,POINT (383476.8663820283 3318354.0355856568),44.14506149,-0.556851493,-0.430255595,1000,2,413.5200918,43.64117241,0.503889084,-0.052962409,0.073633489
3___Azade_soil_core___49,Azade_soil_core,POINT (383476.8663820283 3318354.0355856568),44.14506149,-0.790160721,-0.703127967,250,1,236.0716746,43.31562805,0.829433441,0.03927272,0.126305474
3___Azade_soil_core___50,Azade_soil_core,POINT (383476.8663820283 3318354.0355856568),44.14506149,-0.556851493,-0.430255595,1000,2,413.5200918,43.64117241,0.503889084,-0.052962409,0.073633489
3___Azade_soil_core___50,Azade_soil_core,POINT (383476.8663820283 3318354.0355856568),44.14506149,-0.790160721,-0.703127967,250,1,236.0716746,43.31562805,0.829433441,0.03927272,0.126305474
7___Azade_soil_core___51,Azade_soil_core,POINT (381564.3328325995 3316675.7303370996),45.44218445,-0.473303729,-0.339113408,1000,3,693.2155756,44.94518534,0.496999105,0.023695376,0.157885697
7___Azade_soil_core___51,Azade_soil_core,POINT (381564.3328325995 3316675.7303370996),,,,250,0,,,,,
7___Azade_soil_core___52,Azade_soil_core,POINT (381564.3328325995 3316675.7303370996),45.44218445,-0.473303729,-0.339113408,1000,3,693.2155756,44.94518534,0.496999105,0.023695376,0.157885697
7___Azade_soil_core___52,Azade_soil_core,POINT (381564.3328325995 3316675.7303370996),,,,250,0,,,,,
7___Azade_soil_core___53,Azade_soil_core,POINT (381478.23875183647 3316823.207119352),45.85488129,-0.886000567,-0.751810246,1000,3,743.8036524,44.94518534,0.909695943,0.023695376,0.157885697
7___Azade_soil_core___53,Azade_soil_core,POINT (381478.23875183647 3316823.207119352),,,,250,0,,,,,
7___Azade_soil_core___54,Azade_soil_core,POINT (381478.23875183647 3316823.207119352),45.85488129,-0.886000567,-0.751810246,1000,3,743.8036524,44.94518534,0.909695943,0.023695376,0.157885697
7___Azade_soil_core___54,Azade_soil_core,POINT (381478.23875183647 3316823.207119352),,,,250,0,,,,,
7___Azade_soil_core___55,Azade_soil_core,POINT (381630.7975561975 3316750.56271977),46.15918732,-1.190306597,-1.056116276,1000,3,686.3079234,44.94518534,1.214001973,0.023695376,0.157885697
7___Azade_soil_core___55,Azade_soil_core,POINT (381630.7975561975 3316750.56271977),,,,250,0,,,,,
7___Azade_soil_core___56,Azade_soil_core,POINT (381630.7975561975 3316750.56271977),46.15918732,-1.190306597,-1.056116276,1000,3,686.3079234,44.94518534,1.214001973,0.023695376,0.157885697
7___Azade_soil_core___56,Azade_soil_core,POINT (381630.7975561975 3316750.56271977),,,,250,0,,,,,
7___Azade_soil_core___57,Azade_soil_core,POINT (381475.91776571557 3316473.28751036),45.71352768,-0.74464696,-0.610456639,1000,3,707.3214804,44.94518534,0.768342336,0.023695376,0.157885697
7___Azade_soil_core___57,Azade_soil_core,POINT (381475.91776571557 3316473.28751036),,,,250,0,,,,,
7___Azade_soil_core___58,Azade_soil_core,POINT (381475.91776571557 3316473.28751036),45.71352768,-0.74464696,-0.610456639,1000,3,707.3214804,44.94518534,0.768342336,0.023695376,0.157885697
7___Azade_soil_core___58,Azade_soil_core,POINT (381475.91776571557 3316473.28751036),,,,250,0,,,,,
7___Azade_soil_core___59,Azade_soil_core,POINT (381243.58029940247 3315887.5434029126),45.66906738,-0.150612727,-0.025989904,1000,1,372.6445201,45.63018417,0.038883209,-0.111729517,0.012893305
7___Azade_soil_core___59,Azade_soil_core,POINT (381243.58029940247 3315887.5434029126),,,,250,0,,,,,
7___Azade_soil_core___60,Azade_soil_core,POINT (381243.58029940247 3315887.5434029126),45.66906738,-0.150612727,-0.025989904,1000,1,372.6445201,45.63018417,0.038883209,-0.111729517,0.012893305
7___Azade_soil_core___60,Azade_soil_core,POINT (381243.58029940247 3315887.5434029126),,,,250,0,,,,,
14___Azade_soil_core___61,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),45.98584366,-0.602065243,-0.523810356,1000,2,388.1494916,45.00120926,0.984634399,0.382569157,0.460824044
14___Azade_soil_core___61,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),,,,250,0,,,,,
14___Azade_soil_core___62,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),45.98584366,-0.602065243,-0.523810356,1000,2,388.1494916,45.00120926,0.984634399,0.382569157,0.460824044
14___Azade_soil_core___62,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),,,,250,0,,,,,
14___Azade_soil_core___63,Azade_soil_core,POINT (376430.956410904 3309654.8407516037),46.259655,-0.875876583,-0.797621696,1000,2,478.6653896,45.00120926,1.25844574,0.382569157,0.460824044
14___Azade_soil_core___63,Azade_soil_core,POINT (376430.956410904 3309654.8407516037),46.259655,-0.351288788,-0.275588338,250,1,143.8056885,45.4653244,0.794330597,0.443041808,0.518742259
14___Azade_soil_core___64,Azade_soil_core,POINT (376430.956410904 3309654.8407516037),46.259655,-0.875876583,-0.797621696,1000,2,478.6653896,45.00120926,1.25844574,0.382569157,0.460824044
14___Azade_soil_core___64,Azade_soil_core,POINT (376430.956410904 3309654.8407516037),46.259655,-0.351288788,-0.275588338,250,1,143.8056885,45.4653244,0.794330597,0.443041808,0.518742259
14___Azade_soil_core___65,Azade_soil_core,POINT (375541.2031330314 3309297.459573781),45.1693306,0.739035613,0.814736064,1000,1,927.4760291,45.4653244,-0.295993805,0.443041808,0.518742259
14___Azade_soil_core___65,Azade_soil_core,POINT (375541.2031330314 3309297.459573781),,,,250,0,,,,,
14___Azade_soil_core___66,Azade_soil_core,POINT (375541.2031330314 3309297.459573781),45.1693306,0.739035613,0.814736064,1000,1,927.4760291,45.4653244,-0.295993805,0.443041808,0.518742259
14___Azade_soil_core___66,Azade_soil_core,POINT (375541.2031330314 3309297.459573781),,,,250,0,,,,,
14___Azade_soil_core___67,Azade_soil_core,POINT (375426.59863133245 3309540.243495799),44.36373901,-1.281485055,-1.175375894,1000,1,817.0857335,43.0039711,1.359767914,0.078282858,0.18439202
14___Azade_soil_core___67,Azade_soil_core,POINT (375426.59863133245 3309540.243495799),,,,250,0,,,,,
14___Azade_soil_core___68,Azade_soil_core,POINT (375426.59863133245 3309540.243495799),44.36373901,-1.281485055,-1.175375894,1000,1,817.0857335,43.0039711,1.359767914,0.078282858,0.18439202
14___Azade_soil_core___68,Azade_soil_core,POINT (375426.59863133245 3309540.243495799),,,,250,0,,,,,
14___Azade_soil_core___69,Azade_soil_core,POINT (374615.0853496666 3309119.0246397695),43.725811,0.091079243,0.30222586,1000,4,781.4681134,43.8634758,-0.137664795,-0.046585552,0.164561065
14___Azade_soil_core___69,Azade_soil_core,POINT (374615.0853496666 3309119.0246397695),,,,250,0,,,,,
14___Azade_soil_core___70,Azade_soil_core,POINT (374615.0853496666 3309119.0246397695),43.725811,0.091079243,0.30222586,1000,4,781.4681134,43.8634758,-0.137664795,-0.046585552,0.164561065
14___Azade_soil_core___70,Azade_soil_core,POINT (374615.0853496666 3309119.0246397695),,,,250,0,,,,,
14___Azade_soil_core___71,Azade_soil_core,POINT (376856.0449117066 3309610.87842914),45.98475647,-0.600978054,-0.522723167,1000,2,414.8933226,45.00120926,0.983547211,0.382569157,0.460824044
14___Azade_soil_core___71,Azade_soil_core,POINT (376856.0449117066 3309610.87842914),,,,250,0,,,,,
14___Azade_soil_core___72,Azade_soil_core,POINT (376856.0449117066 3309610.87842914),45.98475647,-0.600978054,-0.522723167,1000,2,414.8933226,45.00120926,0.983547211,0.382569157,0.460824044
14___Azade_soil_core___72,Azade_soil_core,POINT (376856.0449117066 3309610.87842914),,,,250,0,,,,,
Undefined___Azade_soil_core___73,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),45.98584366,-0.602065243,-0.523810356,1000,2,388.1494916,45.00120926,0.984634399,0.382569157,0.460824044
Undefined___Azade_soil_core___73,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),,,,250,0,,,,,
Undefined___Azade_soil_core___74,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),45.98584366,-0.602065243,-0.523810356,1000,2,388.1494916,45.00120926,0.984634399,0.382569157,0.460824044
Undefined___Azade_soil_core___74,Azade_soil_core,POINT (376782.33376679383 3309409.3249873477),,,,250,0,,,,,
Undefined___Azade_soil_core___75,Azade_soil_core,POINT (387317.71510391694 3306681.503136135),,,,1000,0,,,,,
Undefined___Azade_soil_core___75,Azade_soil_core,POINT (387317.71510391694 3306681.503136135),,,,250,0,,,,,
Undefined___Azade_soil_core___76,Azade_soil_core,POINT (387317.71510391694 3306681.503136135),,,,1000,0,,,,,
Undefined___Azade_soil_core___76,Azade_soil_core,POINT (387317.71510391694 3306681.503136135),,,,250,0,,,,,
Undefined___Azade_soil_core___77,Azade_soil_core,POINT (387165.3092657917 3306675.259721597),,,,1000,0,,,,,
Undefined___Azade_soil_core___77,Azade_soil_core,POINT (387165.3092657917 3306675.259721597),,,,250,0,,,,,
Undefined___Azade_soil_core___78,Azade_soil_core,POINT (387165.3092657917 3306675.259721597),,,,1000,0,,,,,
Undefined___Azade_soil_core___78,Azade_soil_core,POINT (387165.3092657917 3306675.259721597),,,,250,0,,,,,
Undefined___Azade_soil_core___79,Azade_soil_core,POINT (387486.38564156386 3306038.779989446),,,,1000,0,,,,,
Undefined___Azade_soil_core___79,Azade_soil_core,POINT (387486.38564156386 3306038.779989446),,,,250,0,,,,,
Undefined___Azade_soil_core___80,Azade_soil_core,POINT (387486.38564156386 3306038.779989446),,,,1000,0,,,,,
Undefined___Azade_soil_core___80,Azade_soil_core,POINT (387486.38564156386 3306038.779989446),,,,250,0,,,,,
Undefined___Azade_soil_core___81,Azade_soil_core,POINT (388531.30054598756 3306001.089311183),,,,1000,0,,,,,
Undefined___Azade_soil_core___81,Azade_soil_core,POINT (388531.30054598756 3306001.089311183),,,,250,0,,,,,
Undefined___Azade_soil_core___82,Azade_soil_core,POINT (388531.30054598756 3306001.089311183),,,,1000,0,,,,,
Undefined___Azade_soil_core___82,Azade_soil_core,POINT (388531.30054598756 3306001.089311183),,,,250,0,,,,,
Undefined___Azade_soil_core___83,Azade_soil_core,POINT (388593.40912847675 3305985.2604018757),,,,1000,0,,,,,
Undefined___Azade_soil_core___83,Azade_soil_core,POINT (388593.40912847675 3305985.2604018757),,,,250,0,,,,,
Undefined___Azade_soil_core___84,Azade_soil_core,POINT (388593.40912847675 3305985.2604018757),,,,1000,0,,,,,
Undefined___Azade_soil_core___84,Azade_soil_core,POINT (388593.40912847675 3305985.2604018757),,,,250,0,,,,,
Undefined___Azade_soil_core___85,Azade_soil_core,POINT (387549.4450285273 3306251.464725773),,,,1000,0,,,,,
Undefined___Azade_soil_core___85,Azade_soil_core,POINT (387549.4450285273 3306251.464725773),,,,250,0,,,,,
Undefined___Azade_soil_core___86,Azade_soil_core,POINT (387549.4450285273 3306251.464725773),,,,1000,0,,,,,
Undefined___Azade_soil_core___86,Azade_soil_core,POINT (387549.4450285273 3306251.464725773),,,,250,0,,,,,
15___Azade_soil_core___87,Azade_soil_core,POINT (375171.3378819985 3307899.5120189716),46.22200012,-1.708927635,-1.414391314,1000,2,466.1913385,44.66027641,1.561723709,-0.147203925,0.147332395
15___Azade_soil_core___87,Azade_soil_core,POINT (375171.3378819985 3307899.5120189716),,,,250,0,,,,,
15___Azade_soil_core___88,Azade_soil_core,POINT (375171.3378819985 3307899.5120189716),46.22200012,-1.708927635,-1.414391314,1000,2,466.1913385,44.66027641,1.561723709,-0.147203925,0.147332395
15___Azade_soil_core___88,Azade_soil_core,POINT (375171.3378819985 3307899.5120189716),,,,250,0,,,,,
15___Azade_soil_core___89,Azade_soil_core,POINT (375352.3957198553 3307689.0421037283),46.02250671,-1.509434226,-1.214897905,1000,2,723.2096032,44.66027641,1.362230301,-0.147203925,0.147332395
15___Azade_soil_core___89,Azade_soil_core,POINT (375352.3957198553 3307689.0421037283),,,,250,0,,,,,
