Site_ID,person,Lat,Long
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
3_34,AJ,29.9887489963859,-82.2022976815901
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
3_311,AJ,29.9810846552107,-82.22389694381
3_311,AJ,29.9812554178872,-82.2238560401271
3_311,AJ,29.9812931715005,-82.2237903260134
3_311,AJ,29.9814517365199,-82.2237078480953
5_161,AJ,NA,NA
5_161,AJ,NA,NA
5_161,AJ,NA,NA
5_161,AJ,NA,NA
5_161,AJ,NA,NA
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
9_609,AJ,29.9256385970709,-82.2411710478629
9_609,AJ,29.9257257695213,-82.2411214270016
9_609,AJ,29.9257937639797,-82.2410537012314
9_609,AJ,29.925843161634,-82.2409933515352
